original metro keypoints
432, 404
447, 384
461, 365
473, 348
485, 333
495, 319
504, 305
488, 411
500, 390
511, 371
522, 353
531, 337
540, 322
547, 308

homo metro keypoints
407, 376
407, 357
407, 338
407, 319
407, 300        
407, 281
407, 262
426, 376
426, 357
426, 338
426, 319
426, 300
426, 281
426, 262
